tournament,tier,archive_index,species,form,held_item,move_1,move_2,move_3,move_4,nature,ev_distribution,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,player_ivs,opponent_ivs,ability_rule,gender_rule,friendship,availability,trainer_ids,trainer_id_classes,ability_slots,sex_vector,ev_mask,record_form_no,national_dex
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),581,Breloom,Default,Focus Sash,Spore,Focus Punch,Rock Slide,Seed Bomb,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 27/90/101),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"77,80,85,86,123,144,145,170,171,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),27/90/101,127,0x0a,0,286
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),582,Audino,Default,Audinite,Flamethrower,Healing Wish,Calm Mind,Draining Kiss,Bold,255 Defense / 255 Sp. Atk,0,0,255,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 131/144/103),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,93,94,95,187",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),131/144/103,127,0x14,0,531
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),583,Skarmory,Default,Choice Scarf,Brave Bird,Steel Wing,Night Slash,Rock Slide,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 51/5/133),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,142,143,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),51/5/133,127,0x0a,0,227
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),584,Absol,Default,Focus Sash,Night Slash,Zen Headbutt,Sucker Punch,Play Rough,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 46/105/154),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,79,80,84,87,148,149,192",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),46/105/154,127,0x0a,0,359
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),585,Sharpedo,Default,Sharpedonite,Crunch,Ice Fang,Aqua Jet,Poison Jab,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 24/24/3),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,148,149,180,181,182,183,192",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),24/24/3,127,0x0a,0,319
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),586,Hariyama,Default,Flame Orb,Fake Out,Close Combat,Detect,Earthquake,Brave,255 Attack / 255 Defense,0,255,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 47/62/125),PID-derived species ratio (sex_vector=63),255,Battle Tree NPC / Battle Agency,"82,83,170,171,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),47/62/125,63,0x06,0,297
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),587,Vespiquen,Default,Sitrus Berry,Attack Order,Defend Order,Roost,Confuse Ray,Impish,170 HP / 170 Defense / 170 Sp. Def,170,0,170,0,0,170,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 46/46/127),Female-only,255,Battle Tree NPC / Battle Agency,"84,85,86,87,178,179,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),46/46/127,254,0x25,0,416
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),588,Raichu,Alolan,Focus Sash,Thunderbolt,Psychic,Grass Knot,Nasty Plot,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 207/207/207),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,79,80,122,142,143,164,165",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),207/207/207,127,0x18,1,26
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),589,Glalie,Default,Leftovers,Substitute,Sheer Cold,Frost Breath,Protect,Timid,255 Defense / 255 Speed,0,0,255,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 39/115/141),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,148,149,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),39/115/141,127,0x0c,0,362
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),590,Manectric,Default,Manectite,Thunderbolt,Overheat,Snarl,Quick Attack,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 9/31/58),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,79,80,122,142,143,146,147,164,165",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),9/31/58,127,0x18,0,310
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),591,Staraptor,Default,Choice Band,Close Combat,Brave Bird,U-turn,Giga Impact,Mild,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 22/22/120),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,84,87,146,147,172,175",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),22/22/120,127,0x0a,0,398
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),592,Gastrodon,Default,Leftovers,Sandstorm,Mud Bomb,Surf,Recover,Quiet,255 Defense / 255 Sp. Atk,0,0,255,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 60/114/159),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,91,92,110,111,140,141,162,163,164,165,178,179,180,181",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),60/114/159,127,0x14,0,423
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),593,Camerupt,Default,Cameruptite,Earth Power,Ancient Power,Fire Blast,Will-O-Wisp,Quiet,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 40/116/83),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,79,80,178,179,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),40/116/83,127,0x11,0,323
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),594,Sawk,Default,Expert Belt,Close Combat,Payback,Low Sweep,Earthquake,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 5/39/104),Male-only,255,Battle Tree NPC / Battle Agency,"76,77,170,171",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),5/39/104,0,0x0a,0,539
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),595,Throh,Default,Expert Belt,Earthquake,Storm Throw,Payback,Rock Slide,Adamant,170 Attack / 170 Defense / 170 Sp. Def,0,170,170,0,0,170,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 62/39/104),Male-only,255,Battle Tree NPC / Battle Agency,"76,77,170,171",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),62/39/104,0,0x26,0,538
Battle Tree,Trainer IDs 70-89 (27 IV),596,Unfezant,Default,Power Herb,Sky Attack,Return,Detect,U-turn,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),27 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 145/105/79),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,84,87",Trainer IDs 70-89 (27 IV),145/105/79,127,0x0a,0,521
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),597,Pelipper,Default,Flyinium Z,Hurricane,Scald,Roost,Blizzard,Bold,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 51/2/44),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,79,80,82,83,88,89,100,101,144,145,154,156,170,171,180,181",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),51/2/44,127,0x05,0,279
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),598,Amoonguss,Default,Rocky Helmet,Rage Powder,Spore,Giga Drain,Sludge Bomb,Relaxed,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 27/27/144),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,85,86,148,149,162,163,176,177,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),27/27/144,127,0x05,0,591
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),599,Electrode,Default,Air Balloon,Thunderbolt,Mirror Coat,Thief,Protect,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 43/9/106),Genderless,255,Battle Tree NPC / Battle Agency,"79,80,104,105,142,143,150,151,162,163,164,165,195",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),43/9/106,255,0x18,0,101
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),600,Ludicolo,Default,Leftovers,Rain Dance,Leech Seed,Protect,Giga Drain,Bold,170 Defense / 170 Sp. Atk / 170 Sp. Def,0,0,170,0,170,170,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 33/44/20),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"71,74,88,89,100,101,144,145,154,156,170,171,180,181",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),33/44/20,127,0x34,0,272
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),601,Shiftry,Default,Heat Rock,Sunny Day,Solar Beam,Dark Pulse,Explosion,Modest,255 Defense / 255 Sp. Atk,0,0,255,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 34/48/124),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,78,81,108,109,148,149,155,157,170,171",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),34/48/124,127,0x14,0,275
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),602,Exploud,Default,Expert Belt,Earthquake,Brick Break,Ice Fang,Crunch,Adamant,255 Attack / 255 Defense,0,255,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 43/43/113),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"79,80,148,149",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),43/43/113,127,0x06,0,295
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),603,Lopunny,Default,Lopunnite,Sweet Kiss,Fake Out,High Jump Kick,Ice Punch,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 56/103/7),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,82,83,170,171",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),56/103/7,127,0x0a,0,428
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),604,Froslass,Default,Icy Rock,Hail,Blizzard,Ice Shard,Shadow Ball,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 81/81/130),Female-only,255,Battle Tree NPC / Battle Agency,"79,80,144,145,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),81/81/130,254,0x18,0,478
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),605,Lilligant,Default,Leftovers,Quiver Dance,Energy Ball,Leech Seed,Protect,Bold,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 34/20/102),Female-only,255,Battle Tree NPC / Battle Agency,"76,77,78,79,80,81,108,109,144,145,155,157,187,201",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),34/20/102,254,0x05,0,549
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),606,Darmanitan,Default,Assault Vest,Psychic,Earthquake,Flare Blitz,Overheat,Sassy,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 125/125/161),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"78,81,85,86,155,157,158,159,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),125/125/161,127,0x24,0,555
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),607,Ambipom,Default,Life Orb,Fake Out,Double Hit,Payback,Brick Break,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 101/53/92),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"79,80,144,145,152,153,170,171",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),101/53/92,127,0x0a,0,424
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),608,Cofagrigus,Default,Maranga Berry,Will-O-Wisp,Shadow Ball,Destiny Bond,Trick Room,Quiet,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 152/152/152),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,79,80,93,94,95,110,111,140,141,176,177",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),152/152/152,127,0x11,0,563
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),609,Golurk,Default,Ghostium Z,Dynamic Punch,Shadow Punch,Earthquake,Rock Slide,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 89/103/99),Genderless,255,Battle Tree NPC / Battle Agency,"79,80,164,165",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),89/103/99,255,0x03,0,623
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),610,Durant,Default,Occa Berry,X-Scissor,Iron Head,Rock Slide,Shadow Claw,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 68/55/54),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"79,80,142,143",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),68/55/54,127,0x0a,0,632
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),611,Golem,Default,Focus Sash,Rock Slide,Earthquake,Explosion,Autotomize,Jolly,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 69/5/8),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"79,80,91,92,140,141,162,163,164,165",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),69/5/8,127,0x03,0,76
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),612,Slowbro,Default,Leftovers,Psychic,Surf,Slack Off,Amnesia,Bold,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 12/20/144),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"79,80,93,94,95,176,177,180,181,187,202",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),12/20/144,127,0x05,0,80
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),613,Weezing,Default,Black Sludge,Sludge Bomb,Thunder,Fire Blast,Shadow Ball,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 26/26/26),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"79,80,148,149,162,163",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),26/26/26,127,0x11,0,110
Battle Tree,Battle Agency event IDs 207-208 (31 IV) / Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),614,Kangaskhan,Default,Kangaskhanite,Fake Out,Facade,Rock Slide,Sucker Punch,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 48/113/39),Female-only,255,Battle Tree NPC / Battle Agency,"76,77,79,80,184,185,188,199,208",Battle Agency event IDs 207-208 (31 IV); Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),48/113/39,254,0x0a,0,115
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),615,Tauros,Default,Life Orb,Thrash,Earthquake,Payback,Giga Impact,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 22/83/125),Male-only,255,Battle Tree NPC / Battle Agency,"76,77,79,80,84,87,146,147,170,171,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),22/83/125,0,0x0a,0,128
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),616,Spiritomb,Default,Leftovers,Will-O-Wisp,Shadow Sneak,Swagger,Psych Up,Careful,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 46/46/151),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,84,87,148,149,178,179,184,185,196",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),46/46/151,127,0x21,0,442
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),617,Whimsicott,Default,Leftovers,Moonblast,Leech Seed,Substitute,Cotton Guard,Bold,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 158/151/34),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"71,74,108,109,123,127,144,145,152,153,155,157,202",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),158/151/34,127,0x05,0,547
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),618,Druddigon,Default,Quick Claw,Crunch,Dragon Claw,Earthquake,Rock Slide,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 24/125/104),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"79,80,142,143",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),24/125/104,127,0x03,0,621
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),619,Musharna,Default,Scope Lens,Psychic,Shadow Ball,Energy Ball,Yawn,Modest,255 Defense / 255 Sp. Atk,0,0,255,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 108/28/140),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,126,144,145,176,177,187",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),108/28/140,127,0x14,0,518
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),620,Scrafty,Default,Fightinium Z,Substitute,Payback,High Jump Kick,Focus Punch,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 61/153/22),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,84,87,146,147,148,149,170,171,192",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),61/153/22,127,0x03,0,560
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),621,Ferrothorn,Default,Custap Berry,Protect,Payback,Explosion,Gyro Ball,Brave,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 160/160/107),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,142,143,164,165,176,177",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),160/160/107,127,0x03,0,598
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),622,Alakazam,Default,Alakazite,Psychic,Focus Blast,Shadow Ball,Grass Knot,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 28/39/98),PID-derived species ratio (sex_vector=63),255,Battle Tree NPC / Battle Agency,"82,83,104,105,142,143,148,149,152,153,160,161,170,171,191,193",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),28/39/98,63,0x18,0,65
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),623,Slowking,Default,Choice Specs,Psychic,Shadow Ball,Scald,Focus Blast,Modest,255 Sp. Atk / 255 Sp. Def,0,0,0,0,255,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 12/20/144),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,126,176,177,180,181,187",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),12/20/144,127,0x30,0,199
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),624,Jellicent,Default,Mental Herb,Water Spout,Recover,Will-O-Wisp,Trick Room,Quiet,255 Defense / 255 Sp. Atk,0,0,255,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 11/130/6),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"73,74,85,86,93,94,95,110,111,140,141,180,181",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),11/130/6,127,0x14,0,593
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),625,Altaria,Default,Altarianite,Dragon Dance,Dragon Rush,Giga Impact,Earthquake,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 30/30/13),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,144,145,194",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),30/30/13,127,0x0a,0,334
